Antibody,Virus,IC50,IC80,ID50
PG16,NL43,0.02,,
PG16,P0402_C2_11,0.025,,
PG16,P0402_C2_11,0.092,,
PG16,P0402_C2_11,0.092,,
PG16,P0402_C2_11,0.025,,
PG16,P0402_C2_11,0.025,0.411,
PG16,P0402_C2_11,0.092,20.3,
PG16,P1981_C5_3,0.376,,
PG16,P1981_C5_3,0.953,,
PG16,P1981_C5_3,0.953,,
PG16,P1981_C5_3,0.376,,
PG16,P1981_C5_3,0.376,>50,
PG16,P1981_C5_3,0.953,>50,
PG16,PVO_4,15.272,,
PG16,PVO_4,10.1,,
PG16,PVO_4,10.1,,
PG16,PVO_4,15.272,,
PG16,PVO_4,19.8,,
PG16,PVO_4,19.8,>50,
PG16,PVO_4,15,,
PG16,PVO_4,11.25055,,
PG16,PVO_4,19.8,,
PG16,PVO_4,12,,
PG16,PVO_4,19.8,>50,
PG16,PVO_4,5.9,,
PG16,PVO_4,19.8,>50,
PG16,PVO_4,10.1,>50,
PG16,PVO_4,11.3,,
PG16,PVO_4,5.43,,
PG16,Q168_A2,0.008,,
PG16,Q168_A2,0.008,,
PG16,Q168_A2,0.031,,
PG16,Q168_A2,0.031,0.106,
PG16,Q168_A2,0.02,,
PG16,Q168_A2,0.031,,
PG16,Q168_A2,0.019,,
PG16,Q168_A2,0.05,,
PG16,Q168_A2,0.031,0.106,
PG16,Q168_A2,0.031,0.106,
PG16,Q168_A2,0.01,,
PG16,Q168_A2,0.008,0.043,
PG16,Q168_B23,0.004,,
PG16,Q23_17,0.008,,
PG16,Q23_17,0.0003,,
PG16,Q23_17,0.0003,,
PG16,Q23_17,0.008,,
PG16,Q23_17,0.002,,
PG16,Q23_17,0.002,0.004,
PG16,Q23_17,0.00220219,,
PG16,Q23_17,0.002,,
PG16,Q23_17,0.002,,
PG16,Q23_17,0.0003,,
PG16,Q23_17,0.002,0.004,
PG16,Q23_17,0.000012,,
PG16,Q23_17,0.002,0.004,
PG16,Q23_17,0.001,,
PG16,Q23_17,0.0022,,
PG16,Q259_17,0.065,,
PG16,Q259_17,0.031,,
PG16,Q259_17,0.031,,
PG16,Q259_17,0.065,,
PG16,Q259_17,0.028,,
PG16,Q259_17,0.028,0.717,
PG16,Q259_17,0.03,,
PG16,Q259_17,0.028,,
PG16,Q259_17,0.03,,
PG16,Q259_17,0.028,0.717,
PG16,Q259_17,0.028,0.717,
PG16,Q259_17,0.031,28.5,
PG16,Q259_W6,2.58,>50,
PG16,Q461_D1_PNS0D,0.2,,
PG16,Q461_E2,1.755,,
PG16,Q461_E2,0.242,>50,
PG16,Q461_E2,5.12,,
PG16,Q461_E2,5.12,,
PG16,Q461_E2,1.755,,
PG16,Q461_E2,4.11,,
PG16,Q461_E2,4.11,>50,
PG16,Q461_E2,4.62,,
PG16,Q461_E2,4.11,,
PG16,Q461_E2,2.74,,
PG16,Q461_E2,4.11,>50,
PG16,Q461_E2,4.11,>50,
PG16,Q461_E2,5.12,>50,
PG16,Q769_B9_PNS79D,0.01,,
PG16,Q769_D22,0.005,,
PG16,Q769_D22,0.123,,
PG16,Q769_D22,0.123,,
PG16,Q769_D22,0.005,,
PG16,Q769_D22,0.01,,
PG16,Q769_D22,0.01,11,
PG16,Q769_D22,0.07,,
PG16,Q769_D22,0.01,11,
PG16,Q769_D22,0.057,,
PG16,Q769_D22,0.01,11,
PG16,Q769_D22,0.123,5.04,
PG16,Q769_H5,0.002,,
PG16,Q769_H5,0.002,0.02,
PG16,Q769_H5,0.3379216,,
PG16,Q769_H5,0.002,,
PG16,Q769_H5,0.009,,
PG16,Q769_H5,0.1,,
PG16,Q769_H5,0.002,0.02,
PG16,Q769_H5,0.002,0.02,
PG16,Q769_H5,0.004,,
PG16,Q769_H5,0.338,,
PG16,Q842_D12,0.032,,
PG16,Q842_D12,0.003,,
PG16,Q842_D12,0.003,,
PG16,Q842_D12,0.032,,
PG16,Q842_D12,0.001,,
PG16,Q842_D12,0.001,0.006,
PG16,Q842_D12,0.07103053,,
PG16,Q842_D12,0.001,,
PG16,Q842_D12,0.009,,
PG16,Q842_D12,0.03,,
PG16,Q842_D12,0.001,0.006,
PG16,Q842_D12,0.001,0.006,
PG16,Q842_D12,0.004,,
PG16,Q842_D12,0.003,0.022,
PG16,Q842_D12,0.071,,
PG16,Q842_D12,0.01,,
PG16,Q842_D14,0.003,,
PG16,Q842_D16,0.07,,
PG16,QA255_21P_A15,0.01,,
PG16,QA790_204I_A4,0.2,,
PG16,QA790_204I_C1,0.01,,
PG16,QA790_204I_C8,0.45,,
PG16,QA790_204I_E2,0.49,,
PG16,QB099_391M_B1,0.02,,
PG16,QB099_391M_C8,0.06,,
PG16,QB726_70M_B3,0.57,,
PG16,QB857_110I_B3,0.2,,
PG16,QG393_60M_B7,0.08,,
PG16,QG984_21M_A3,0.04,,
PG16,R1166_C1,0.28,,
PG16,R1166_C1,0.414,,
PG16,R1166_C1,0.414,,
PG16,R1166_C1,0.28,,
PG16,R1166_C1,0.587,,
PG16,R1166_C1,0.587,12.502,
PG16,R1166_C1,0.587,12.5,
PG16,R1166_C1,0.77,,
PG16,R1166_C1,0.587,12.5,
PG16,R1166_C1,0.414,7.64,
PG16,R2184_C4,0.67,,
PG16,R2184_C4,3.68,,
PG16,R2184_C4,3.68,,
PG16,R2184_C4,0.67,,
PG16,R2184_C4,0.28,,
PG16,R2184_C4,0.28,>50,
PG16,R2184_C4,0.28,>50,
PG16,R2184_C4,8.0,,
PG16,R2184_C4,0.28,>50,
PG16,R2184_C4,3.68,>50,
PG16,R3265_C6,0.016,,
PG16,R3265_C6,0.01,,
PG16,R3265_C6,0.01,,
PG16,R3265_C6,0.016,,
PG16,R3265_C6,0.036,,
PG16,R3265_C6,0.036,0.691,
PG16,R3265_C6,0.036,0.691,
PG16,R3265_C6,0.0062,,
PG16,R3265_C6,0.036,0.691,
PG16,R3265_C6,0.01,0.091,
PG16,RBF189,7.62,,
PG16,RBF189,7.62,,
PG16,REJO4541_67,0.039,,
PG16,REJO4541_67,0.006,,
PG16,REJO4541_67,0.006,,
PG16,REJO4541_67,0.039,,
PG16,REJO4541_67,0.005,,
PG16,REJO4541_67,0.005,0.4,
PG16,REJO4541_67,0.01,,
PG16,REJO4541_67,17.37725,,
PG16,REJO4541_67,0.005,,
PG16,REJO4541_67,0.004,,
PG16,REJO4541_67,0.005,0.4,
PG16,REJO4541_67,0.0038,,
PG16,REJO4541_67,0.004,,
PG16,REJO4541_67,0.005,0.4,
PG16,REJO4541_67,0.039,,
PG16,REJO4541_67,0.002,,
PG16,REJO4541_67,0.006,5,
PG16,REJO4541_67,17.4,,
PG16,REJO4541_67,2.37,,
PG16,RHPA4259_7,0.8944,37.8814,
PG16,RHPA4259_7,0.375,,
PG16,RHPA4259_7,0.465,,
PG16,RHPA4259_7,0.465,,
PG16,RHPA4259_7,0.375,,
PG16,RHPA4259_7,1.32,,
PG16,RHPA4259_7,1.32,>50,
PG16,RHPA4259_7,0.89,,
PG16,RHPA4259_7,7.162849,,
PG16,RHPA4259_7,1.32,,
PG16,RHPA4259_7,0.334,,
PG16,RHPA4259_7,1.32,>50,
PG16,RHPA4259_7,0.37,,
PG16,RHPA4259_7,0.37,,
PG16,RHPA4259_7,1.32,>50,
PG16,RHPA4259_7,0.48,,
PG16,RHPA4259_7,0.347,,
PG16,RHPA4259_7,0.465,4.73,
PG16,RHPA4259_7,7.16,,
PG16,S018_18,0.003,,
PG16,S018_18,0.003,,
PG16,S018_18,0.023,,
PG16,S018_18,0.023,0.136,
PG16,S018_18,0.023,,
PG16,S018_18,0.004,,
PG16,S018_18,0.023,0.136,
PG16,S018_18,0.023,0.136,
PG16,S018_18,0.003,0.021,
PG16,S11456_244WK_C77,0.71,,
PG16,S30755_540WK_C48,0.29,,
PG16,S31522_147WK_C20,0.05,,
PG16,S50408_1083WK_C40,0.57,,
PG16,S50514_891WK_C4,5.82,,
PG16,S50901_909WK_C2,0.25,,
PG16,S52026_432WK_C83,1.77,,
PG16,S52354_263WK_C60,0.11,,
PG16,S52624_272WK_C6,1.22,,
PG16,SC05_8C11_2344,0.07,,
PG16,SC05_8C11_2344,0.07,,
PG16,SC05_8C11_2344,0.07,1.616,
PG16,SC05_8C11_2344,9.2,,
PG16,SC11_59,6.2,,
PG16,SC12_10,0.18,,
PG16,SC12_EC10,0.29,,
PG16,SC12_EC4,1.94,,
PG16,SC12_EC5,0.19,,
PG16,SC12_EC6,4.98,,
PG16,SC12_EC8,0.56,,
PG16,SC12_EC9,0.08,,
PG16,SC13_EC03,0.32,,
PG16,SC13_EC13,5.84,,
PG16,SC13_EC21,0.19,,
PG16,SC13_EC26,0.24,,
PG16,SC17_32,0.07,,
PG16,SC18_26,2.63,,
PG16,SC19_15,0.09,,
PG16,SC20_15,0.65,,
PG16,SC20_EC13,16.84,,
PG16,SC20_EC51,2.52,,
PG16,SC21_28,0.02,,
PG16,SC22_16,5.24,,
PG16,SC24_40,6.37,,
PG16,SC26_EC05,0.03,,
PG16,SC26_EC08,0.03,,
PG16,SC26_EC33,0.66,,
PG16,SC26_EC34,0.03,,
PG16,SC26_EC40,0.03,,
PG16,SC26_EC45,0.15,,
PG16,SC29_EC1,0.05,,
PG16,SC29_EC2,0.03,,
PG16,SC30_EC11,1.18,,
PG16,SC30_EC9,0.54,,
PG16,SC422_8,0.858,,
PG16,SC422_8,3.18,,
PG16,SC422_8,3.18,,
PG16,SC422_8,0.858,,
PG16,SC422_8,1.2,,
PG16,SC422_8,1.2,>50,
PG16,SC422_8,2.19,,
PG16,SC422_8,1.2,,
PG16,SC422_8,19.1,,
PG16,SC422_8,1.2,>50,
PG16,SC422_8,0.01,,
PG16,SC422_8,1.2,>50,
PG16,SC422_8,3.18,>50,
PG16,SC422_8,1.13,,
PG16,SC62_EC108,0.03,,
PG16,SC62_EC64,0.03,,
PG16,SC62_EC72,0.03,,
PG16,SH6_81,2.76,,
PG16,SHX335_24,1.69,,
PG16,SHX346_60,0.5,,
PG16,SIV_CPZ_CAM13,0.09,,
PG16,SIV_CPZ_DP943_2,0.02,,
PG16,SIV_CPZ_EK505,0.39,,
PG16,SIV_CPZ_EK505,0.11,,
PG16,SIV_CPZ_GAB1,0.01,,
PG16,SIV_CPZ_LB7,1.4,,
PG16,SIV_CPZ_MB66,0.01,,
PG16,SIV_CPZ_MB897,0.05,,
PG16,SIV_CPZ_MT145,0.02,,
PG16,SIV_CPZ_MT145,0.34,,
PG16,SIV_CPZ_TAN10,1.9,,
PG16,SIV_GOR_BQID2,4.9,,
PG16,SIV_GOR_CP2135,2.2,,
PG16,SIV_MUS1_1085_1_54,0.12,,
PG16,SIV_MUS1_1085_4_12,0.006,,
PG16,SIV_MUS3_11GAB,9.5,,
PG16,SS1196_1,0.017,,
PG16,SS1196_1,0.017,,
PG16,SS1196_1,0.069,,
PG16,SS1196_1,0.069,2.9,
PG16,SS1196_1,0.069,,
PG16,SS1196_1,0.02,,
PG16,SS1196_1,0.069,2.9,
PG16,SS1196_1,0.0042,,
PG16,SS1196_1,0.0042,,
PG16,SS1196_1,0.069,2.9,
PG16,SS1196_1,0.017,0.935,
PG16,T250_4,0.001,,
PG16,T250_4,0.002,,
PG16,T250_4,0.0003,,
PG16,T250_4,0.0003,,
PG16,T250_4,0.002,,
PG16,T250_4,0.001444292,,
PG16,T250_4,0.001,0.001,
PG16,T250_4,0.0014,,
PG16,T251_18,1.721,,
PG16,T251_18,2.328,>50,
PG16,T251_18,5.62,,
PG16,T251_18,5.62,,
PG16,T251_18,1.721,,
PG16,T251_18,10.5,,
PG16,T251_18,10.5,>50,
PG16,T251_18,10.5,>50,
PG16,T251_18,10.5,>50,
PG16,T251_18,5.62,>50,
PG16,T252_7,0.1134386,,
PG16,T252_7,0.113,,
PG16,T253_11,2.86,,
PG16,T253_11,2.86,,
PG16,T253_11,4.44,,
PG16,T253_11,4.44,>50,
PG16,T253_11,4.44,>50,
PG16,T253_11,4.44,>50,
PG16,T253_11,2.86,>50,
PG16,T255_34,0.024,,
PG16,T255_34,0.006,,
PG16,T255_34,0.006,,
PG16,T255_34,0.024,,
PG16,T255_34,0.005,,
PG16,T255_34,0.005,0.079,
PG16,T255_34,0.005,0.079,
PG16,T255_34,0.0079,,
PG16,T255_34,0.005,0.079,
PG16,T255_34,0.006,0.073,
PG16,T257_31,0.007,,
PG16,T257_31,0.002,,
PG16,T257_31,0.002,,
PG16,T257_31,0.007,,
PG16,T257_31,0.003,,
PG16,T257_31,0.003,0.021,
PG16,T257_31,0.003,0.021,
PG16,T257_31,0.00040,,
PG16,T257_31,0.003,0.021,
PG16,T257_31,0.002,0.011,
PG16,T278_50,0.4,42,
PG16,T278_50,0.227,,
PG16,T278_50,0.348,>50,
PG16,T278_50,0.381,,
PG16,T278_50,0.381,,
PG16,T278_50,0.227,,
PG16,T278_50,1.13,,
PG16,T278_50,1.13,>50,
PG16,T278_50,1.13,>50,
PG16,T278_50,59,,
PG16,T278_50,1.13,>50,
PG16,T278_50,0.381,21,
PG16,T280_5,0.273,,
PG16,T280_5,0.273,,
PG16,T280_5,0.233,,
PG16,T280_5,0.233,4.527,
PG16,T280_5,0.233,4.527,
PG16,T280_5,0.233,4.527,
PG16,T280_5,0.273,4.87,
PG16,T282_3_8_CL82,3.35,,
PG16,TH023_6,4.16,,
PG16,TH023_6,4.16,,
PG16,TH023_6,3.94,,
PG16,TH023_6,4.16,>50,
PG16,TH966_8,0.002,,
PG16,TH966_8,0.002,,
PG16,TH966_8,0.008,,
PG16,TH966_8,0.008,0.03,
PG16,TH966_8,0.008,,
PG16,TH966_8,0.003,,
PG16,TH966_8,0.008,0.03,
PG16,TH966_8,0.008,0.03,
PG16,TH966_8,0.002,0.01,
PG16,THRO4156,6.825,,
PG16,THRO4156,0.809,,
PG16,THRO4156,0.809,,
PG16,THRO4156,6.825,,
PG16,THRO4156,0.975,,
PG16,THRO4156,0.975,>50,
PG16,THRO4156,0.89,,
PG16,THRO4156,0.975,,
PG16,THRO4156,0.498,,
PG16,THRO4156,0.975,>50,
PG16,THRO4156,0.975,>50,
PG16,THRO4156,1.08,,
PG16,THRO4156,0.809,>50,
PG16,THRO4156,1.34,,
PG16,TRJO4551_58,1.008,,
PG16,TRJO4551_58,1.589,>50,
PG16,TRJO4551_58,0.766,,
PG16,TRJO4551_58,0.766,,
PG16,TRJO4551_58,1.008,,
PG16,TRJO4551_58,0.393,,
PG16,TRJO4551_58,0.393,13.9,
PG16,TRJO4551_58,0.58,,
PG16,TRJO4551_58,0.393,,
PG16,TRJO4551_58,2.7,,
PG16,TRJO4551_58,0.393,13.9,
PG16,TRJO4551_58,0.023,,
PG16,TRJO4551_58,0.023,,
PG16,TRJO4551_58,0.393,13.9,
PG16,TRJO4551_58,0.766,38.8,
PG16,TRJO4551_58,1.16,,
PG16,TRO_11,1.922,,
PG16,TRO_11,3.25,,
PG16,TRO_11,3.25,,
PG16,TRO_11,1.922,,
PG16,TRO_11,4.86,,
PG16,TRO_11,1.92,,
PG16,TRO_11,4.86,>50,
PG16,TRO_11,4.06,,
PG16,TRO_11,4.86,,
PG16,TRO_11,0.136,,
PG16,TRO_11,4.86,>50,
PG16,TRO_11,1.47,,
PG16,TRO_11,0.26,,
PG16,TRO_11,16,,
PG16,TRO_11,4.86,>50,
PG16,TRO_11,0.29,,
PG16,TRO_11,3.25,>50,
PG16,TRO_11,0.22,,
PG16,TRO_11,1.163,,
PG16,TV1_29,0.002,,
PG16,TV1_29,0.002,,
PG16,TV1_29,0.002,,
PG16,TV1_29,0.002,0.15,
PG16,TV1_29,0.002,,
PG16,TV1_29,0.005,,
PG16,TV1_29,0.002,0.15,
PG16,TV1_29,0.002,0.15,
PG16,TV1_29,0.002,0.05,
PG16,TZA125_17,0.031,,
PG16,TZA125_17,0.031,,
PG16,TZA125_17,0.024,,
PG16,TZA125_17,0.024,0.719,
PG16,TZA125_17,0.024,,
PG16,TZA125_17,0.012,,
PG16,TZA125_17,0.024,0.719,
PG16,TZA125_17,0.024,0.719,
PG16,TZA125_17,0.023,,
PG16,TZA125_17,0.031,1.96,
PG16,TZBD_02,0.01,,
PG16,TZBD_02,0.01,,
PG16,TZBD_02,0.025,,
PG16,TZBD_02,0.025,0.175,
PG16,TZBD_02,0.025,,
PG16,TZBD_02,0.013,,
PG16,TZBD_02,0.025,0.175,
PG16,TZBD_02,0.025,0.175,
PG16,TZBD_02,0.01,0.082,
PG16,UG024_2,0.058,,
PG16,UG024_2,23.98,,
PG16,UG037_8,0.002,,
PG16,UG037_8,0.002,,
PG16,UG037_8,0.001,,
PG16,UG037_8,0.001,0.004,
PG16,UG037_8,0.001,,
PG16,UG037_8,0.01,,
PG16,UG037_8,0.001,0.004,
PG16,UG037_8,0.001,0.004,
PG16,UG037_8,0.005,,
PG16,UG037_8,0.002,0.015,
PG16,UG037_8,0.01,,
PG16,VB106_J38,0.502,,
PG16,VB52_J9,0.035,,
PG16,VLGC_A1,0.18,,
PG16,VLGC_B3,0.4,,
PG16,WEAU_D15_410,0.435,,
PG16,WEAU_D15_410,0.435,,
PG16,WEAU_D15_410,0.33,,
PG16,WITO4160_33,0.004,,
PG16,WITO4160_33,0.002,,
PG16,WITO4160_33,0.002,,
PG16,WITO4160_33,0.002,,
PG16,WITO4160_33,0.002,,
PG16,WITO4160_33,0.001959197,,
PG16,WITO4160_33,0.023,,
PG16,WITO4160_33,0.002,,
PG16,WITO4160_33,0.023,0.023,
PG16,WITO4160_33,0.068,,
PG16,WITO4160_33,0.018,,
PG16,WITO4160_33,0.003,,
PG16,WITO4160_33,0.002,0.011,
PG16,WITO4160_33,0.002,,
PG16,X1193_C1,0.018,,
PG16,X1193_C1,0.016,,
PG16,X1193_C1,0.016,,
PG16,X1193_C1,0.018,,
PG16,X1193_C1,0.018,0.11,
PG16,X1193_C1,0.0012,,
PG16,X1193_C1,0.016,0.115,
PG16,X1254_C3,0.023,,
PG16,X1254_C3,0.011,,
PG16,X1254_C3,0.011,,
PG16,X1254_C3,0.023,,
PG16,X1254_C3,0.023,0.218,
PG16,X1254_C3,0.011,0.106,
PG16,X1632_S2_B10,0.012,,
PG16,X1632_S2_B10,0.007,,
PG16,X1632_S2_B10,0.007,,
PG16,X1632_S2_B10,0.012,,
PG16,X1632_S2_B10,0.01,,
PG16,X1632_S2_B10,0.012,0.076,
PG16,X1632_S2_B10,0.073,,
PG16,X1632_S2_B10,0.007,0.102,
PG16,X1632_S2_B10,0.014,0.82,
PG16,X2131_C1_B5,0.024,,
PG16,X2131_C1_B5,0.024,,
PG16,X2131_C1_B5,0.024,0.139,
PG16,X2131_C1_B5,0.013,,
PG16,X2278_C2_B6,0.002,0.012,
PG16,XJ179_47,5.8,,
PG16,XJ180_16,0.07,,
PG16,XJ180_29,3.42,,
PG16,XJ47_5,0.12,,
PG16,XJ50_6,2.33,,
PG16,YBF30,0.04,,
PG16,YBF32,1.2,,
PG16,YN108R_4,0.12,,
PG16,YN112R_8,6.85,,
PG16,YN148R_9,0.12,,
PG16,YN177_1,0.55,,
PG16,YN189_52,0.16,,
PG16,YN6_23,0.59,,
PG16,YU2,0.08,,
PG16,YU2,0.055,,
PG16,YU2,0.15,,
PG16,YU2,0.15,,
PG16,YU2,0.064,,
PG16,YU2,0.041,,
PG16,YU2,0.041,>50,
PG16,YU2,0.145,,
PG16,YU2,0.041,,
PG16,YU2,0.114,,
PG16,YU2,0.041,>50,
PG16,YU2,0.068,,
PG16,YU2,0.041,>50,
PG16,YU2,0.15,16.8,
PG16,ZA012_29,4.77,,
PG16,ZA012_29,4.77,,
PG16,ZA012_29,0.631,,
PG16,ZA012_29,0.631,>50,
PG16,ZA012_29,0.631,,
PG16,ZA012_29,0.414,,
PG16,ZA012_29,0.631,>50,
PG16,ZA012_29,2.9,>25,
PG16,ZA012_29,0.631,>50,
PG16,ZA012_29,4.77,>50,
PG16,ZA012_29,2.55,,
PG16,ZENV07_0504_15,11.43646,,
PG16,ZENV07_0504_15,11.4,,
PG16,ZENV16_1202_7,0.5008008,,
PG16,ZENV16_1202_7,0.501,,
PG16,ZENV32_0111_5,0.0216714,,
PG16,ZENV32_0111_5,0.0217,,
PG16,ZENV91_0505_12,6.250478,,
PG16,ZENV91_0505_12,6.25,,
PG16,ZENV92_1008_8,1.002719,,
PG16,ZENV92_1008_8,1,,
PG16,ZM106_9,0.482,,
PG16,ZM106_9,0.482,,
PG16,ZM106_9,1.1,,
PG16,ZM106_9,1.1,>50,
PG16,ZM106_9,1.1,,
PG16,ZM106_9,0.129,,
PG16,ZM106_9,1.1,>50,
PG16,ZM106_9,1.1,>50,
PG16,ZM109_4,2.574,,
PG16,ZM109_4,7.033,,
PG16,ZM109_4,4.242,>50,
PG16,ZM109_4,10,,
PG16,ZM109_4,10,,
PG16,ZM109_4,7.033,,
PG16,ZM109_4,4.93,,
PG16,ZM109_4,4.93,>50,
PG16,ZM109_4,7.47,,
PG16,ZM109_4,4.93,,
PG16,ZM109_4,9.8,,
PG16,ZM109_4,4.93,>50,
PG16,ZM109_4,4.93,>50,
PG16,ZM109_4,10,>50,
PG16,ZM176_66,0.001,,
PG16,ZM176_66,0.001,,
PG16,ZM176_66,0.002,,
PG16,ZM176_66,0.002,0.01,
PG16,ZM176_66,0.002,,
PG16,ZM176_66,0.002,,
PG16,ZM176_66,0.002,0.01,
PG16,ZM176_66,0.002,0.01,
PG16,ZM176_66,0.003,,
PG16,ZM176_66,0.001,0.005,
PG16,ZM197_7,0.323,,
PG16,ZM197_7,1.496,,
PG16,ZM197_7,0.434,,
PG16,ZM197_7,0.434,,
PG16,ZM197_7,1.496,,
PG16,ZM197_7,0.65,,
PG16,ZM197_7,0.65,6.67,
PG16,ZM197_7,0.54,,
PG16,ZM197_7,0.65,,
PG16,ZM197_7,0.765,,
PG16,ZM197_7,0.65,6.67,
PG16,ZM197_7,0.24,,
PG16,ZM197_7,0.65,6.67,
PG16,ZM197_7,0.434,9.79,
PG16,ZM197_7,0.069,,
PG16,ZM233_6,0.002,,
PG16,ZM233_6,0.002,,
PG16,ZM233_6,0.001,,
PG16,ZM233_6,2.83645,,
PG16,ZM233_6,0.023,,
PG16,ZM233_6,0.001,,
PG16,ZM233_6,0.023,0.023,
PG16,ZM233_6,0.001,,
PG16,ZM233_6,2.84,,
PG16,ZM247_V1,0.016,,
PG16,ZM247_V1,0.016,,
PG16,ZM247_V1,0.0062,,
PG16,ZM249_1,0.127,,
PG16,ZM249_1,0.013,,
PG16,ZM249_1,0.013,,
PG16,ZM249_1,0.127,,
PG16,ZM249_1,0.073,,
PG16,ZM249_1,0.073,9.23,
PG16,ZM249_1,0.04,,
PG16,ZM249_1,1.939505,,
PG16,ZM249_1,0.073,,
PG16,ZM249_1,0.007,,
PG16,ZM249_1,0.073,9.23,
PG16,ZM249_1,0.0070,,
PG16,ZM249_1,0.01,,
PG16,ZM249_1,0.073,9.23,
PG16,ZM249_1,0.008,,
PG16,ZM249_1,0.013,1.82,
PG16,ZM249_1,1.94,,
PG16,ZM53_12,0.007,,
PG16,ZM53_12,0.003,,
PG16,ZM53_12,0.003,,
PG16,ZM53_12,0.007,,
PG16,ZM53_12,0.009,0.031,
PG16,ZM53_12,0.089,,
PG16,ZM53_12,0.023,,
PG16,ZM53_12,0.009,,
PG16,ZM53_12,0.023,0.103,
PG16,ZM53_12,33,,
PG16,ZM53_12,0.005,,
PG16,ZM53_12,0.003,0.02,
PG16,ZM53_12,0.089,,
PG9,0013095_2_11,0.012,,
PG9,0013095_2_11,0.012,,
PG9,0013095_2_11,0.01,,
PG9,0013095_2_11,0.0125,0.062,
PG9,0013095_2_11,0.01200,0.07400,
PG9,0013095_2_11,0.016,0.071,
PG9,0013095_2_11,0.023,,
PG9,0013095_2_11,0.023,0.061,
PG9,0013095_2_11,0.024,0.078,
PG9,0013095_2_11,0.026,0.074,
PG9,0013095_2_11,0.039,,
PG9,0013095_2_11,0.012,0.074,
PG9,0013095_2_11,0.032,,
PG9,0013095_2_11,0.026,,
PG9,0013095_2_11,0.016,,
PG9,0013095_2_11,0.044,0.145,
PG9,001428_2_42,0.002,,
PG9,001428_2_42,0.002,,
PG9,001428_2_42,0.101,,
PG9,001428_2_42,0.0014,0.008,
PG9,001428_2_42,0.00200,0.00700,
PG9,001428_2_42,0.006,0.016,
PG9,001428_2_42,0.101,0.007,
PG9,001428_2_42,0.023,,
PG9,001428_2_42,0.023,0.023,
PG9,001428_2_42,0.004,0.009,
PG9,001428_2_42,0.003,0.01,
PG9,001428_2_42,0.024,,
PG9,001428_2_42,0.002,,
PG9,001428_2_42,0.002,0.007,
PG9,001428_2_42,0.004,,
PG9,001428_2_42,0.006,,
PG9,001428_2_42,0.005,0.016,
PG9,0041_V3_C18,0.001,,
PG9,0041_V3_C18,0.001,0.004,
PG9,0077_V1_C16,0.083,,
PG9,0077_V1_C16,0.11,,
PG9,0077_V1_C16,0.083,,
PG9,0077_V1_C16,0.091,,
PG9,0077_V1_C16,0.087,0.3425,
PG9,0077_V1_C16,0.091,0.343,
PG9,0077_V1_C16,0.08300,0.34200,
PG9,0077_V1_C16,0.091,,
PG9,0077_V1_C16,0.091,0.343,
PG9,0077_V1_C16,0.091,0.343,
PG9,0077_V1_C16,0.083,0.342,
PG9,0077_V1_C16,0.104,,
PG9,0077_V1_C16,0.11,0.41,
PG9,00836_2_5,49,,
PG9,00836_2_5,49,>50,
PG9,00836_2_5,49,>50,
PG9,00836_2_5,49,,
PG9,00836_2_5,49,>50,
PG9,00836_2_5,49,>50,
PG9,0260_V5_C36,0.525,,
PG9,0260_V5_C36,1.12,,
PG9,0260_V5_C36,1.12,,
PG9,0260_V5_C36,1.693,,
PG9,0260_V5_C36,2.18,,
PG9,0260_V5_C36,1.65,15.605,
PG9,0260_V5_C36,2.18,22.8,
PG9,0260_V5_C36,1.12000,8.41000,
PG9,0260_V5_C36,1.65,,
PG9,0260_V5_C36,2.408,15.793,
PG9,0260_V5_C36,2.18,,
PG9,0260_V5_C36,2.18,22.8,
PG9,0260_V5_C36,1.1,12.5,
PG9,0260_V5_C36,0.716,7.99,
PG9,0260_V5_C36,14,,
PG9,0260_V5_C36,2.18,22.8,
PG9,0260_V5_C36,1.12,8.41,
PG9,0260_V5_C36,0.999,,
PG9,0260_V5_C36,2.41,,
PG9,0260_V5_C36,2.408,,
PG9,0260_V5_C36,1.7,,
PG9,0301_BM_A12,0.66,,
PG9,0301_BM_A2,0.91,,
PG9,0301_BM_A6,0.91,,
PG9,0330_V4_C3,0.013,,
PG9,0330_V4_C3,0.013,,
PG9,0330_V4_C3,0.026,,
PG9,0330_V4_C3,0.018,,
PG9,0330_V4_C3,0.0155,0.0605,
PG9,0330_V4_C3,0.018,0.083,
PG9,0330_V4_C3,0.01300,0.03800,
PG9,0330_V4_C3,0.013,0.046,
PG9,0330_V4_C3,0.018,,
PG9,0330_V4_C3,0.018,0.083,
PG9,0330_V4_C3,0.007,0.029,
PG9,0330_V4_C3,0.018,0.056,
PG9,0330_V4_C3,0.033,,
PG9,0330_V4_C3,0.018,0.083,
PG9,0330_V4_C3,0.013,0.038,
PG9,0330_V4_C3,0.011,,
PG9,0330_V4_C3,0.013,,
PG9,0404_BM_B9,0.08,,
PG9,0404_BM_D4,6.87,,
PG9,0404_BM_F3,0.04,,
PG9,0404_BM_G3,0.58,,
PG9,0404_BM_H4,0.01,,
PG9,0702_BM_B4,0.83,,
PG9,0702_BM_B9,0.38,,
PG9,0702_BM_D1,0.18,,
PG9,0702_BM_H12,0.37,,
PG9,0921_V2_C14,0.004,,
PG9,0921_V2_C14,0.003,,
PG9,0921_V2_C14,0.004,,
PG9,0921_V2_C14,0.0035,0.0175,
PG9,0921_V2_C14,0.00400,0.01200,
